Country,Series Name,1970s,1980s,1990s,2000s,2010s,2020s,Outcome
St. Kitts and Nevis,Food Consumer Price Inflation,15.539999999999997,3.94,3.8,3.7350000000000008,0.37800000000000017,1.3566666666666667,0
"Korea, Rep.",Food Consumer Price Inflation,17.220000000000002,8.507000000000001,6.4,4.214,2.9840000000000004,5.43,0
Kuwait,Food Consumer Price Inflation,11.420000000000002,2.0599999999999996,3.06,4.2700000000000005,3.4019999999999997,7.3999999999999995,0
Lao PDR,Food Consumer Price Inflation,24.672000000000004,14.864499999999998,32.480000000000004,8.931000000000001,5.777,5.793333333333333,0
Lebanon,Food Consumer Price Inflation,7.2,71.21000000000001,23.6,7.758,3.232,312.49,0
Liberia,Food Consumer Price Inflation,9.62,4.61,10.02,12.041,12.236,9.6,0
Libya,Food Consumer Price Inflation,8.52,11.98,11.95,11.95,16.053999999999995,11.949999999999998,0
St. Lucia,Food Consumer Price Inflation,14.440000000000001,5.609999999999999,3.46,3.393,1.7600000000000002,0.39333333333333337,0
Sri Lanka,Food Consumer Price Inflation,7.63,13.120000000000001,11.910000000000002,12.069999999999999,7.340999999999999,26.706666666666667,0
Lesotho,Food Consumer Price Inflation,15.479999999999999,14.37,11.8,9.721,6.669999999999999,9.513333333333334,0
Lithuania,Food Consumer Price Inflation,2.535,2.4735000000000005,185.51299999999998,3.775,2.159,10.143333333333333,0
Luxembourg,Food Consumer Price Inflation,6.306,4.742,1.6780000000000002,2.8649999999999998,1.8939999999999997,3.4233333333333333,0
Latvia,Food Consumer Price Inflation,3.1700000000000004,3.1700000000000004,111.09599999999998,6.795,2.0420000000000003,8.493333333333334,0
Morocco,Food Consumer Price Inflation,1.0899999999999999,1.0899999999999999,1.0899999999999999,0.9369999999999999,1.097,3.8499999999999996,0
Moldova,Food Consumer Price Inflation,8.900000000000002,8.900000000000002,321.9,11.81,3.7099999999999995,15.646666666666667,0
Madagascar,Food Consumer Price Inflation,9.2,18.81,18.06,10.690000000000001,7.332999999999998,6.330000000000001,0
Maldives,Food Consumer Price Inflation,4.0,3.66,9.59,5.27,5.826,3.003333333333334,0
Mexico,Food Consumer Price Inflation,14.893,67.68100000000001,19.872,5.96,5.032,9.046666666666667,0
"Macedonia, FYR",Food Consumer Price Inflation,3.4300000000000006,187.066,271.7,2.1879999999999997,1.249,8.136666666666667,0
Mali,Food Consumer Price Inflation,12.920000000000002,6.325,3.829999999999999,2.85,1.3909999999999996,7.333333333333333,0
Malta,Food Consumer Price Inflation,6.739999999999999,4.0,2.5900000000000003,3.3329999999999997,3.0000000000000004,4.836666666666667,0
Myanmar,Food Consumer Price Inflation,11.45,10.35,26.02,22.919999999999998,7.0489999999999995,6.486666666666667,0
Montenegro,Food Consumer Price Inflation,2.93,2.93,2.93,2.93,1.895,8.913333333333332,0
Mongolia,Food Consumer Price Inflation,8.460000000000003,8.460000000000003,8.460000000000003,11.246,8.181999999999999,13.209999999999999,0
Mozambique,Food Consumer Price Inflation,10.622,17.966,14.749999999999996,11.957,9.294,10.323333333333332,0
Mauritania,Food Consumer Price Inflation,10.57,7.530000000000001,6.1899999999999995,6.859999999999999,4.566000000000001,6.993333333333333,0
Mauritius,Food Consumer Price Inflation,11.729999999999999,12.89,6.95,6.824,3.432,8.35,0
Malawi,Food Consumer Price Inflation,9.81,16.94,33.61,12.078,16.496000000000002,16.246666666666666,0
Malaysia,Food Consumer Price Inflation,6.7700000000000005,3.2700000000000005,5.15,2.978,3.146,2.78,0
Namibia,Food Consumer Price Inflation,7.1800000000000015,10.741999999999999,9.69,9.5,6.139999999999999,6.043333333333333,0
New Caledonia,Food Consumer Price Inflation,9.64,4.8100000000000005,8.83,5.258,0.5,5.136666666666667,0
Niger,Food Consumer Price Inflation,9.64,4.8100000000000005,8.83,5.258,0.5,5.136666666666667,0
Nigeria,Food Consumer Price Inflation,17.9,23.669999999999998,28.53,12.721,12.733,18.813333333333333,0
Nicaragua,Food Consumer Price Inflation,14.377999999999997,627.2645,1014.2199999999997,10.14,5.507,9.049999999999999,1
Netherlands,Food Consumer Price Inflation,6.0249999999999995,1.754,1.448,1.6130000000000002,1.56,3.9466666666666668,0
Norway,Food Consumer Price Inflation,8.51,8.654,2.1470000000000002,1.754,1.4549999999999998,2.4466666666666668,0
Nepal,Food Consumer Price Inflation,5.11,11.49,10.330000000000002,6.25,6.346,6.176666666666667,0
New Zealand,Food Consumer Price Inflation,11.989999999999998,11.025,1.7259999999999998,3.3279999999999994,0.852,4.18,0
Oman,Food Consumer Price Inflation,1.2100000000000002,1.9259999999999997,0.38000000000000006,4.506,1.2120000000000002,2.44,0
Pakistan,Food Consumer Price Inflation,13.25,6.68,10.000000000000002,9.08,7.413999999999999,16.19,0
Panama,Food Consumer Price Inflation,7.0200000000000005,3.5400000000000005,1.12,3.5129999999999995,2.4739999999999998,1.4000000000000001,0
Peru,Food Consumer Price Inflation,28.830000000000002,403.09000000000003,752.4599999999999,2.6599999999999997,2.893,4.8566666666666665,0
Philippines,Food Consumer Price Inflation,17.99,14.379999999999999,8.171,5.016,3.5780000000000003,4.253333333333333,0
Papua New Guinea,Food Consumer Price Inflation,8.080000000000002,5.67,9.360000000000001,8.73,2.3560000000000003,4.09,0
Poland,Food Consumer Price Inflation,4.28,60.60999999999999,75.225,3.624,2.4019999999999997,7.573333333333333,0
Portugal,Food Consumer Price Inflation,19.162,17.141,4.3340000000000005,1.8399999999999999,0.9750000000000002,5.053333333333334,0
Paraguay,Food Consumer Price Inflation,12.66,21.790000000000003,15.765,10.935999999999998,4.923,9.026666666666666,0
Qatar,Food Consumer Price Inflation,1.9200000000000004,2.7139999999999995,1.4100000000000001,5.3100000000000005,1.21,2.563333333333333,0
Romania,Food Consumer Price Inflation,0.9700000000000001,4.55,112.109,14.904,1.6150000000000002,7.78,0
Russian Federation,Food Consumer Price Inflation,11.61,11.61,319.262,13.700999999999999,7.297,8.783333333333333,0
Rwanda,Food Consumer Price Inflation,11.610000000000001,6.389999999999999,9.15,9.882,5.7589999999999995,12.089999999999998,0
Saudi Arabia,Food Consumer Price Inflation,10.46,1.2,1.49,3.5020000000000002,3.0119999999999996,6.0200000000000005,0
Sudan,Food Consumer Price Inflation,15.410000000000002,39.089999999999996,49.760000000000005,28.8,26.936,153.88333333333333,0
Senegal,Food Consumer Price Inflation,10.51,7.1899999999999995,7.442,3.3409999999999997,2.3449999999999998,6.673333333333333,0
Singapore,Food Consumer Price Inflation,7.319000000000001,2.391,1.56,1.948,2.011,2.793333333333333,0
Sierra Leone,Food Consumer Price Inflation,11.73,62.20000000000001,36.95,6.151000000000001,10.027000000000001,17.426666666666666,0
El Salvador,Food Consumer Price Inflation,9.260000000000002,20.8,8.929999999999998,3.84,1.65,5.34,0
Serbia,Food Consumer Price Inflation,3.28,3.28,3.28,5.482999999999999,4.0200000000000005,8.35,0
São Tomé and Principe,Food Consumer Price Inflation,11.155000000000001,11.155000000000001,15.1995,17.3155,9.599,11.155000000000001,0
Suriname,Food Consumer Price Inflation,8.889999999999999,14.969999999999999,98.32999999999998,19.229999999999997,17.806000000000004,52.196666666666665,0
Slovak Republic,Food Consumer Price Inflation,3.97,2.4320000000000004,13.901,2.923,2.339,7.340000000000001,0
Slovenia,Food Consumer Price Inflation,8.120000000000001,198.692,92.808,4.7509999999999994,2.0740000000000003,4.983333333333333,0
Sweden,Food Consumer Price Inflation,9.287,9.123,0.65,1.7899999999999998,4.904,4.4,0
Swaziland,Food Consumer Price Inflation,9.93,15.060000000000002,12.790000000000001,12.433,6.195,12.0,0
Seychelles,Food Consumer Price Inflation,17.79,3.9799999999999995,0.5199999999999999,11.751999999999999,1.4469999999999996,5.553333333333334,0
Syrian Arab Republic,Food Consumer Price Inflation,9.860000000000001,23.199999999999996,7.0200000000000005,6.299999999999999,8.39,8.8,0
Chad,Food Consumer Price Inflation,2.52,2.52,7.0139999999999985,4.873,-0.014000000000000058,4.579999999999999,0
Togo,Food Consumer Price Inflation,10.310000000000002,4.5200000000000005,7.19,2.216,0.5069999999999999,8.43,0
Thailand,Food Consumer Price Inflation,8.683,5.069000000000001,6.089,3.772,3.106,2.53,0
Tajikistan,Food Consumer Price Inflation,5.1,5.1,5.1,5.1,5.272,5.1,0
Tonga,Food Consumer Price Inflation,9.989999999999998,11.750000000000002,4.66,7.943,3.915,6.460000000000001,0
Trinidad and Tobago,Food Consumer Price Inflation,12.799999999999999,13.830000000000002,12.902000000000001,16.113999999999997,9.104,5.413333333333333,0
Tunisia,Food Consumer Price Inflation,6.709999999999999,9.13,4.8,3.7699999999999996,6.011,6.906666666666666,0
Turkey,Food Consumer Price Inflation,24.929000000000002,51.241,76.954,22.262,11.409,41.1,0
Tanzania,Food Consumer Price Inflation,13.27,30.810000000000002,23.81,8.069999999999999,9.094999999999999,5.3066666666666675,0
Uganda,Food Consumer Price Inflation,31.170000000000005,81.8,15.45,4.713,7.327,5.023333333333333,0
Ukraine,Food Consumer Price Inflation,0.29000000000000004,1.75,669.5965000000001,14.556999999999999,11.197000000000001,12.93,0
Uruguay,Food Consumer Price Inflation,51.654999999999994,49.535000000000004,45.482,10.197,8.402000000000001,10.503333333333332,0
United States,Food Consumer Price Inflation,7.7620000000000005,4.585,2.8009999999999997,2.869,1.5950000000000002,6.109999999999999,0
Uzbekistan,Food Consumer Price Inflation,14.9,14.9,14.9,14.9,13.540000000000001,14.74,0
St. Vincent and the Grenadines,Food Consumer Price Inflation,12.88,4.58,3.09,3.7700000000000005,1.5300000000000002,2.4366666666666665,0
"Venezuela, RB",Food Consumer Price Inflation,9.190000000000001,33.51,45.67,26.534,5724.447,1449.4233333333332,1
British Virgin Islands,Food Consumer Price Inflation,1.26,1.26,1.26,1.26,1.068,1.26,0
Vietnam,Food Consumer Price Inflation,21.264999999999997,7.75,6.779999999999999,9.377,6.301,4.043333333333333,0
Vanuatu,Food Consumer Price Inflation,8.190000000000001,7.99,1.8699999999999999,3.22,3.2059999999999995,4.8066666666666675,0
Samoa,Food Consumer Price Inflation,1.97,1.97,1.97,1.97,2.043,6.109999999999999,0
"Yemen, Rep.",Food Consumer Price Inflation,9.069999999999999,4.070000000000001,28.22,14.329999999999998,7.7,7.7,0
South Africa,Food Consumer Price Inflation,10.814000000000002,15.659000000000002,11.673,8.299,5.867999999999999,6.486666666666667,0
Zambia,Food Consumer Price Inflation,11.25,43.82,71.77000000000001,16.39,8.649,19.87666666666667,0
Zimbabwe,Food Consumer Price Inflation,7.489999999999999,13.689999999999998,34.46,1699.3719999999998,10.762,256.71,1
British Virgin Islands,Food Consumer Price Inflation,1.1,1.1,1.1,1.1,1.1700000000000002,1.7666666666666668,0
New Caledonia,Food Consumer Price Inflation,1.8094067510000003,1.8094067510000003,1.8094067510000003,1.8094067510000003,0.9719556663000001,2.5899278773333334,0
Afghanistan,Official Core Consumer Price Inflation,5.4,5.4,5.4,7.33,5.33,5.400000000000001,0
Albania,Official Core Consumer Price Inflation,1.17,1.17,1.17,1.21,0.9560000000000001,3.0700000000000003,0
Australia,Official Core Consumer Price Inflation,8.229800000000001,3.191,4.658,5.497999999999999,10.471,2.3,0
Austria,Official Core Consumer Price Inflation,6.558400000000001,4.099,2.4989999999999997,1.7559999999999998,1.8649999999999998,3.11,0
Armenia,Official Core Consumer Price Inflation,3.69,3.69,3.69,2.833,3.7800000000000002,5.603333333333334,0
Azerbaijan,Official Core Consumer Price Inflation,0.15999999999999998,0.15999999999999998,0.15999999999999998,0.04700000000000006,0.8549999999999999,0.16,0
Belgium,Official Core Consumer Price Inflation,4.0414,6.153,1.814,3.0370000000000004,1.83,2.5033333333333334,0
Bulgaria,Official Core Consumer Price Inflation,1.6200000000000003,1.6200000000000003,1.6200000000000003,1.7990000000000002,1.674,1.5033333333333332,0
Belarus,Official Core Consumer Price Inflation,10.92,10.92,10.92,10.740999999999998,18.821,10.28,0
Brazil,Official Core Consumer Price Inflation,5.83,5.83,506.23900000000003,6.645000000000001,5.69,5.423333333333333,0
Canada,Official Core Consumer Price Inflation,6.927821,6.5329999999999995,2.2960000000000003,1.763,1.7169999999999999,2.9066666666666667,0
Switzerland,Official Core Consumer Price Inflation,4.8165,3.4539999999999997,1.7079999999999997,0.729,0.268,0.6066666666666666,0
Chile,Official Core Consumer Price Inflation,2.54,2.54,3.8210000000000006,2.6029999999999998,2.37,5.026666666666666,0
China,Official Core Consumer Price Inflation,1.43,1.43,1.43,0.992,1.669,0.7466666666666667,0
Cameroon,Official Core Consumer Price Inflation,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.6800000000000002,1.56,2.62,0
Colombia,Official Core Consumer Price Inflation,5.659999999999999,5.659999999999999,12.716,5.767,3.689,3.513333333333333,0
Costa Rica,Official Core Consumer Price Inflation,7.94,7.94,10.039000000000001,10.099000000000002,3.167,1.3566666666666667,0
Cyprus,Official Core Consumer Price Inflation,3.5441069412,0.036499999999999755,0.48450000000000004,1.8530000000000002,0.41500000000000004,0.6583333333333333,0
Czech Republic,Official Core Consumer Price Inflation,1.4600000000000002,1.4600000000000002,3.22,1.033,1.006,6.933333333333334,0
Germany,Official Core Consumer Price Inflation,4.7581961,3.085,2.7670000000000003,1.271,1.245,2.27,0
Djibouti,Official Core Consumer Price Inflation,0.15999999999999998,0.31999999999999995,-0.516,0.15999999999999998,0.020000000000000018,0.5366666666666666,0
Denmark,Official Core Consumer Price Inflation,11.0776329727,3.723,2.2339999999999995,3.0409999999999995,0.6480000000000002,2.0,0
Dominican Republic,Official Core Consumer Price Inflation,4.859999999999999,4.859999999999999,4.859999999999999,11.526,3.164,5.54,0
"Egypt, Arab Rep.",Official Core Consumer Price Inflation,8.28,8.28,8.28,9.129000000000001,10.652000000000001,6.91,0
Spain,Official Core Consumer Price Inflation,11.3625,12.238000000000001,3.2020000000000004,10.984,3.1830000000000007,1.5866666666666667,0
Estonia,Official Core Consumer Price Inflation,2.3,2.3,3.428,3.347,1.6950000000000003,4.1433333333333335,0
Ethiopia,Official Core Consumer Price Inflation,6.2532172241,7.528999999999999,6.68,6.68,6.68,6.68,0
Finland,Official Core Consumer Price Inflation,9.995237508799999,7.351000000000001,2.57,1.417,1.163,2.066666666666667,0
France,Official Core Consumer Price Inflation,1.6585618687000003,9.007,2.153,-2.0469999999999997,3.3,1.55,0
United Kingdom,Official Core Consumer Price Inflation,11.083643960999998,7.726999999999999,3.304,1.3519999999999999,1.92,3.0199999999999996,0
Ghana,Official Core Consumer Price Inflation,16.509999999999998,16.509999999999998,16.509999999999998,16.509999999999998,17.217,16.51,0
Greece,Official Core Consumer Price Inflation,12.6295973206,17.224,10.221,3.557,2.039,0.6266666666666666,0
Guatemala,Official Core Consumer Price Inflation,8.492469290699999,8.8895,4.705,5.4030000000000005,3.3089999999999997,3.22,0
"Hong Kong SAR, China",Official Core Consumer Price Inflation,1.8799999999999997,1.8799999999999997,1.8799999999999997,1.9069999999999996,2.8329999999999997,0.39333333333333337,0
Honduras,Official Core Consumer Price Inflation,5.93,5.93,5.93,7.316999999999998,4.754,5.496666666666667,0
Croatia,Official Core Consumer Price Inflation,1.7150000000000003,1.7150000000000003,2.0335,2.865,0.687,2.91,0
Hungary,Official Core Consumer Price Inflation,5.075000000000001,5.075000000000001,19.3915,5.241,2.7470000000000003,5.8,0
Indonesia,Official Core Consumer Price Inflation,3.6950000000000003,3.6950000000000003,3.6950000000000003,3.8975,3.8810000000000002,2.1199999999999997,0
India,Official Core Consumer Price Inflation,5.6899999999999995,5.6899999999999995,5.6899999999999995,5.6899999999999995,5.984,5.55,0
Ireland,Official Core Consumer Price Inflation,7.084999999999999,6.682,5.868,2.9319999999999995,1.4769999999999996,2.2466666666666666,0
"Iran, Islamic Rep.",Official Core Consumer Price Inflation,17.415,17.415,17.415,14.459999999999999,17.949500000000004,34.92333333333334,0
Iraq,Official Core Consumer Price Inflation,3.9249999999999994,3.9249999999999994,3.9249999999999994,11.954500000000001,2.097,4.123333333333334,0
Iceland,Official Core Consumer Price Inflation,6.740999999999998,2.769,2.5509999999999997,6.437,3.085,4.9799999999999995,0
Israel,Official Core Consumer Price Inflation,32.35,128.436,11.543000000000001,1.4469999999999998,1.083,1.6533333333333333,0
Italy,Official Core Consumer Price Inflation,11.528182304000001,13.164000000000001,2.2969999999999997,2.905,-1.1889999999999998,1.36,0
Jordan,Official Core Consumer Price Inflation,3.665,3.665,3.665,3.7504999999999997,3.249,1.6833333333333333,0
Japan,Official Core Consumer Price Inflation,9.0496436,2.7890000000000006,1.317,-0.394,0.15399999999999997,-0.14333333333333334,0
Kazakhstan,Official Core Consumer Price Inflation,7.425,7.425,7.425,8.5245,7.475,9.776666666666666,0
Kyrgyz Republic,Official Core Consumer Price Inflation,3.53,3.53,3.53,3.53,2.765,5.036666666666666,0
"Korea, Rep.",Official Core Consumer Price Inflation,16.898999999999997,8.486,5.253000000000001,2.873,1.7600000000000002,1.76,0
Kuwait,Official Core Consumer Price Inflation,2.2049999999999996,2.2049999999999996,2.2049999999999996,2.928,1.9324999999999999,2.433333333333333,0
"Lao, PDR",Official Core Consumer Price Inflation,2.255,2.255,2.255,2.255,2.2909999999999995,2.7816666666666663,0
Lebanon,Official Core Consumer Price Inflation,0.0,0.0,0.0,0.0,0.0,0.0,0
Libya,Official Core Consumer Price Inflation,1.8,1.8,1.8,1.916,1.839,1.8,0
Sri Lanka,Official Core Consumer Price Inflation,3.11,3.11,3.11,3.006,3.7730000000000006,3.11,0
Lithuania,Official Core Consumer Price Inflation,2.27,2.27,5.636,2.223,1.8820000000000001,5.536666666666666,0
Luxembourg,Official Core Consumer Price Inflation,1.4888878899000002,4.8759999999999994,2.2840000000000003,5.253000000000001,1.6060000000000003,2.3000000000000003,0
Latvia,Official Core Consumer Price Inflation,1.8799999999999997,1.8799999999999997,5.816,4.324,1.096,3.3166666666666664,0
"Macao SAR, China",Official Core Consumer Price Inflation,12.444999999999999,12.444999999999999,12.444999999999999,12.444999999999999,10.943999999999999,12.445,0
Morocco,Official Core Consumer Price Inflation,1.5,1.5,1.5,2.0,1.168,2.5166666666666666,0
Mexico,Official Core Consumer Price Inflation,6.470000000000001,69.26,20.309,4.880999999999999,3.396,4.336666666666667,0
North Macedonia,Official Core Consumer Price Inflation,1.4,1.4,1.4,1.535,1.34,3.293333333333333,0
Malta,Official Core Consumer Price Inflation,1.77,1.8059999999999998,2.0279999999999996,2.241,1.443,1.0633333333333332,0
Montenegro,Official Core Consumer Price Inflation,-1.0850000000000002,-1.0850000000000002,-1.0850000000000002,-1.0850000000000002,-0.11799999999999997,-1.085,0
Mauritius,Official Core Consumer Price Inflation,3.79,3.79,3.79,8.25,2.601,4.946666666666666,0
Malaysia,Official Core Consumer Price Inflation,1.5299999999999998,1.5299999999999998,1.5299999999999998,1.6420000000000001,1.7689999999999997,0.98,0
Nigeria,Official Core Consumer Price Inflation,10.819999999999999,10.819999999999999,10.599999999999998,10.468,10.448,13.376666666666667,0
Nicaragua,Official Core Consumer Price Inflation,4.980000000000001,4.980000000000001,4.980000000000001,4.980000000000001,5.416,5.3500000000000005,0
Netherlands,Official Core Consumer Price Inflation,6.1171012001,6.565,3.2030000000000003,2.311,5.263000000000001,2.723333333333333,0
Norway,Official Core Consumer Price Inflation,-1.7508150249999996,8.222999999999999,2.4610000000000003,1.8359999999999999,2.036,2.763333333333333,0
New Zealand,Official Core Consumer Price Inflation,11.3647318,12.227,2.195,2.3660000000000005,1.555,3.92,0
Oman,Official Core Consumer Price Inflation,1.19,1.19,1.19,2.0,1.709,1.8633333333333333,0
Panama,Official Core Consumer Price Inflation,9.786182476,7.196000000000001,6.68,6.68,6.68,6.68,0
Peru,Official Core Consumer Price Inflation,3.5,3.5,19.686,2.258,3.0980000000000003,3.23,0
Philippines,Official Core Consumer Price Inflation,3.6,3.6,3.6,4.720000000000001,3.1350000000000002,3.7466666666666666,0
Papua New Guinea,Official Core Consumer Price Inflation,2.9850000000000003,2.9850000000000003,2.9850000000000003,2.9850000000000003,3.406,3.378333333333334,0
Poland,Official Core Consumer Price Inflation,3.8800000000000003,30.092000000000002,82.706,2.813,1.161,5.609999999999999,0
Portugal,Official Core Consumer Price Inflation,12.8943917427,14.534,8.35,1.839,-4.186,2.0533333333333332,0
Paraguay,Official Core Consumer Price Inflation,5.28,5.28,9.099,7.131,4.295000000000001,4.9366666666666665,0
Qatar,Official Core Consumer Price Inflation,1.4600000000000002,1.4600000000000002,1.4600000000000002,1.4600000000000002,1.2830000000000001,2.3800000000000003,0
Romania,Official Core Consumer Price Inflation,3.5900000000000007,3.5900000000000007,3.5900000000000007,4.193,2.298,5.883333333333333,0
Russian Federation,Official Core Consumer Price Inflation,7.590000000000001,7.590000000000001,7.590000000000001,9.302000000000001,6.58,8.783333333333333,0
Rwanda,Official Core Consumer Price Inflation,0.0,0.0,0.0,0.0,0.0,0.0,0
Saudi Arabia,Official Core Consumer Price Inflation,1.15,1.15,1.15,-0.4630000000000001,1.3160000000000003,3.213333333333333,0
Sudan,Official Core Consumer Price Inflation,14.565000000000001,14.565000000000001,14.565000000000001,6.834999999999999,34.04600000000001,178.97166666666666,0
Senegal,Official Core Consumer Price Inflation,4.485,4.485,4.485,4.485,4.485,4.485,0
Singapore,Official Core Consumer Price Inflation,3.6895000000000002,0.4939999999999998,1.4989999999999999,1.675,1.547,1.5599999999999998,0
Solomon Islands,Official Core Consumer Price Inflation,0.0,0.0,0.0,0.0,0.0,0.0,0
Sierra Leone,Official Core Consumer Price Inflation,0.0,0.0,0.0,0.0,0.0,0.0,0
El Salvador,Official Core Consumer Price Inflation,1.7149999999999999,2.7075,4.1290000000000004,2.9959999999999996,0.4860000000000001,2.4366666666666665,0
San Marino,Official Core Consumer Price Inflation,0.0,0.0,0.0,0.0,0.0,0.0,0
Somalia,Official Core Consumer Price Inflation,0.0,0.0,0.0,0.0,0.0,0.0,0
Serbia,Official Core Consumer Price Inflation,3.05,3.05,3.05,4.495,4.18,2.566666666666667,0
Slovakia,Official Core Consumer Price Inflation,2.68,2.68,4.593999999999999,4.003,1.209,5.5566666666666675,0
Slovenia,Official Core Consumer Price Inflation,1.58,1.58,1.58,4.497000000000001,1.0059999999999998,2.473333333333333,0
Sweden,Official Core Consumer Price Inflation,8.184755743,7.593000000000001,3.495,0.9880000000000001,0.9029999999999999,2.6533333333333333,0
Syrian Arab Republic,Official Core Consumer Price Inflation,4.4,4.4,4.4,3.6700000000000004,13.629999999999999,4.4,0
Chad,Official Core Consumer Price Inflation,8.27,11.550999999999998,7.975999999999999,8.27,7.234999999999999,5.07,0
Thailand,Official Core Consumer Price Inflation,0.89,1.987,4.332,0.7070000000000001,0.649,0.20333333333333337,0
Tajikistan,Official Core Consumer Price Inflation,5.545,5.545,5.545,6.137,5.262,4.848333333333334,0
Turkmenistan,Official Core Consumer Price Inflation,5.230000000000001,5.230000000000001,5.230000000000001,6.3,5.5680000000000005,5.23,0
Trinidad and Tobago,Official Core Consumer Price Inflation,1.8099999999999998,1.8099999999999998,2.166,2.5740000000000003,2.0620000000000003,1.8566666666666667,0
Tunisia,Official Core Consumer Price Inflation,6.624210927200001,7.441999999999998,4.269999999999999,2.4880000000000004,4.7620000000000005,6.493333333333333,0
Turkey,Official Core Consumer Price Inflation,11.19,11.19,55.69699999999999,21.785,8.895,28.99666666666667,0
"Taiwan, China",Official Core Consumer Price Inflation,0.8299999999999998,1.657,2.883,0.341,0.55,1.0866666666666667,0
Uganda,Official Core Consumer Price Inflation,5.205,5.205,5.205,6.5595,6.642,3.9166666666666665,0
Ukraine,Official Core Consumer Price Inflation,8.145,8.145,8.145,9.2715,10.428,8.263333333333334,0
Uruguay,Official Core Consumer Price Inflation,-0.4800000000000001,-0.4800000000000001,-0.4800000000000001,1.85,-0.9340000000000004,-0.48,0
United States,Official Core Consumer Price Inflation,6.480593399999999,6.061,3.22,2.165,1.8450000000000002,3.8299999999999996,0
"Venezuela, RB",Official Core Consumer Price Inflation,28.73,34.61300000000001,38.955999999999996,23.982,77.973,28.73,0
Vietnam,Official Core Consumer Price Inflation,2.3099999999999996,2.3099999999999996,2.3099999999999996,2.3099999999999996,4.645,1.8366666666666667,0
Kosovo,Official Core Consumer Price Inflation,-0.185,-0.185,-0.185,0.8744999999999997,1.0505,-0.18499999999999997,0
South Africa,Official Core Consumer Price Inflation,4.519999999999999,4.519999999999999,4.519999999999999,3.848,4.717999999999999,3.646666666666667,0
Angola,Producer Price Inflation,18.979999999999997,18.979999999999997,18.979999999999997,18.979999999999997,15.827999999999998,26.763333333333335,0
Albania,Producer Price Inflation,1.6,1.6,1.6,1.8700000000000003,1.132,5.996666666666666,0
Argentina,Producer Price Inflation,12.969999999999999,12.969999999999999,6.365999999999998,15.922,23.607,54.68,0
Armenia,Producer Price Inflation,6.980000000000001,6.980000000000001,575.54,5.363999999999999,5.547000000000001,5.463333333333334,0
Australia,Producer Price Inflation,9.756,7.853999999999999,1.2570000000000001,3.3909999999999996,2.4080000000000004,2.9233333333333333,0
Austria,Producer Price Inflation,0.14100000000000001,0.08500000000000003,0.39,1.331,0.6839999999999999,8.75,0
Azerbaijan,Producer Price Inflation,20.54,20.54,20.54,16.55,12.724,52.48333333333333,0
Belgium,Producer Price Inflation,5.253,4.195,0.24699999999999994,3.6420000000000003,2.704,17.28,0
Bangladesh,Producer Price Inflation,4.01,4.01,4.01,4.01,3.7080000000000006,3.85,0
Bulgaria,Producer Price Inflation,4.9399999999999995,3.242,248.99900000000002,6.539999999999999,2.662,17.383333333333333,0
Bosnia and Herzegovina,Producer Price Inflation,0.49000000000000005,0.49000000000000005,0.49000000000000005,1.301,0.49399999999999994,7.876666666666666,0
Belarus,Producer Price Inflation,3.0099999999999993,3.0099999999999993,326.0849999999999,19.849999999999998,0.9949999999999999,9.066666666666668,0
Brazil,Producer Price Inflation,9.95,9.95,447.04299999999995,11.085000000000003,8.454,24.096666666666664,0
Bhutan,Producer Price Inflation,1.8999999999999997,1.8999999999999997,1.8999999999999997,1.8999999999999997,1.957,4.52,0
Central African Republic,Producer Price Inflation,8.621,8.324,3.7960000000000003,5.359999999999999,6.049999999999999,6.05,0
Canada,Producer Price Inflation,8.706999999999999,5.1,2.006,1.3630000000000002,1.826,8.97,0
Switzerland,Producer Price Inflation,3.4829999999999997,2.318,-0.04700000000000002,0.7909999999999998,-0.689,1.61,0
Chile,Producer Price Inflation,6.205,6.205,6.205,8.221500000000002,3.155,13.01,0
China,Producer Price Inflation,0.65,0.65,-0.2990000000000001,2.2,1.039,2.8533333333333335,0
"Congo, Rep.",Producer Price Inflation,10.211,11.363999999999999,12.77,12.77,12.77,12.770000000000001,0
Colombia,Producer Price Inflation,22.235000000000003,24.228,18.141,5.9670000000000005,2.913,10.06,0
Costa Rica,Producer Price Inflation,8.86,8.86,12.481,12.677,3.1610000000000005,3.936666666666667,0
Cyprus,Producer Price Inflation,4.519499999999999,3.245,5.924499999999999,3.7885000000000004,0.9380000000000003,8.533333333333333,0
Czech Republic,Producer Price Inflation,2.55,2.55,4.114000000000001,2.231,0.891,6.453333333333333,0
Germany,Producer Price Inflation,4.885,2.745,0.6529999999999999,2.168,0.9949999999999999,10.160000000000002,0
Denmark,Producer Price Inflation,8.873000000000001,6.102,0.733,3.364,1.9960000000000004,15.026666666666666,0
Algeria,Producer Price Inflation,3.1000000000000005,3.1000000000000005,3.2050000000000005,3.9,2.408,4.543333333333333,0
Ecuador,Producer Price Inflation,3.4799999999999995,3.4799999999999995,9.828999999999999,17.604,2.2019999999999995,2.2333333333333334,0
"Egypt, Arab Rep.",Producer Price Inflation,10.765,10.765,10.765,9.9745,11.044,12.296666666666667,0
Spain,Producer Price Inflation,15.267499999999998,8.861,2.089,2.65,1.433,15.476666666666667,0
